name	va	args	gettop	player	pushes	returns	size
TONG_ApplyAddStoredBuildFund	08195A90	2:number	0	0	number,number	1	178
TONG_ApplyAddStoredOffer	08195C10	2:number	0	0	number,number	1	178
TONG_ApplyAddTaskValue	08196450	1:number 2:number 3:number	1	0	number,number,number,number,number,number,number,number	1	1841
TONG_ApplyAddTotalBuildFund	08194B90	2:number	0	0	number,number	1	178
TONG_ApplyAddUTaskValue	0818AD50	1:number 2:number 3:number	1	0	number,number,number,number,number,number	1	706
TONG_ApplyAddWarBuildFund	08194410	2:number	0	0	number,number	1	178
TONG_ApplyAddWeek	08195910	2:number	0	0	number,number	1	178
TONG_ApplyAddWeekBuildFund	08194D10	2:number	0	0	number,number	1	178
TONG_ApplyAddWeekGoalValue	08195550	2:number	0	0	number,number	1	178
TONG_ApplyCreatMap	081905C0	2:number	0	0	number,number	1	170
TONG_ApplyDegrade	0818FCC0		0	0	number,number,number,number	1	498
TONG_ApplyDeleteMap	08190720		0	0	number,number	1	114
TONG_ApplyDeleteMember	08190510	2:number	0	0	number,number	1	170
TONG_ApplyInit	0818FAC0		0	0	number,number	1	114
TONG_ApplyKickMember	08190310	2:number 3:number	1	0	number,number,number,number	1	682
TONG_ApplyMaintain	0818FE40		0	0	number,number	1	114
TONG_ApplySetAnnouncement	0818C140	2:number 3:number	1	0	number,number,number,number	1	654
TONG_ApplySetBuildFund	08192CD0	2:number	0	0	number,number	1	178
TONG_ApplySetCurWeekGoalLevel	08191AD0	2:number	0	0	number,number	1	178
TONG_ApplySetDay	081926D0	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalEvent	08192010	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalLevel	08191F50	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalPlayer	08191DD0	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalPricePlayer	08191B90	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalPriceTong	08191C50	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalTotal	08191E90	2:number	0	0	number,number	1	178
TONG_ApplySetLWeekGoalValue	08191D10	2:number	0	0	number,number	1	178
TONG_ApplySetMaintainFund	08192850	2:number	0	0	number,number	1	178
TONG_ApplySetMoney	0818FA10	2:number	0	0	number,number	1	162
TONG_ApplySetOccupyCityDay	08192D90	2:number	0	0	number,number	1	178
TONG_ApplySetPauseState	081929D0	2:number	0	0	number,number	1	178
TONG_ApplySetPerStandFund	081917D0	2:number	0	0	number,number	1	178
TONG_ApplySetStoredBuildFund	08192790	2:number	0	0	number,number	1	178
TONG_ApplySetStoredOffer	08192910	2:number	0	0	number,number	1	178
TONG_ApplySetStunt	081908F0	2:number 3:number	0	0	number,number,number,number,number	1	434
TONG_ApplySetTaskValue	0818AE40	1:number 2:number 3:number	1	0	number,number,number,number	1	466
TONG_ApplySetTongMap	08190670	2:number	0	0	number,number	1	170
TONG_ApplySetTongMapBan	0818AF30	1:number 2:number	1	0	number,number	1	226
TONG_ApplySetTotalBuildFund	08191890	2:number	0	0	number,number	1	178
TONG_ApplySetWarBuildFund	08192A90	2:number	0	0	number,number	1	178
TONG_ApplySetWeek	08192610	2:number	0	0	number,number	1	178
TONG_ApplySetWeekBuildFund	08191A10	2:number	0	0	number,number	1	178
TONG_ApplySetWeekBuildUpper	08191950	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalEvent	08192550	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalLevel	08192490	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalPlayer	08192310	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalPricePlayer	081920D0	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalPriceTong	08192190	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalTotal	081923D0	2:number	0	0	number,number	1	178
TONG_ApplySetWeekGoalValue	08192250	2:number	0	0	number,number	1	178
TONG_ApplyUpgrade	0818FB40		0	0	number,number,number,number,number,number	1	882
TONG_ApplyWeeklyMaintain	0818FEC0		0	0	number,number	1	114
TONG_ChangeAllMemberFeature	081907A0	2:number 3:number	1	0	number,number,number,number	1	321
TONG_ContributeOffer	081968C0	1:number 2:number 3:number	1	0	number,number	1	705
TONG_DistributeOfferToGroup	08197F70	1:number 2:string 3:number	1	0	number,number,number,number	1	1073
TONG_DistributeOfferToMember	08197A70	1:number 2:number 3:number	1	0	number,number,number,number,string,nil	1	1277
TONG_GetBuildFund	0818D560		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetBuildLevel	0818D600		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetCredit	0818C7B0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1652
TONG_GetCurCamp	0818C670		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1652
TONG_GetCurWeekGoalLevel	0818F2C0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1717
TONG_GetDay	0818DEC0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetExp	0818C8F0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1652
TONG_GetExpLevel	0818CA30		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1659
TONG_GetFirstMember	08197880	1:number 2:number 3:number	1	0	number,number,number,number,number,number,string,nil	1	1773
TONG_GetFirstTong	0818A680		0	0	number	1	59
TONG_GetLWeekGoalEvent	0818EA00		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetLWeekGoalLevel	0818EB40		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetLWeekGoalPlayer	0818EDC0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetLWeekGoalPricePlayer	0818F180		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetLWeekGoalPriceTong	0818F040		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetLWeekGoalTotal	0818EC80		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetLWeekGoalValue	0818EF00		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetMaintainFund	0818DC40		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetMaster	08197EC0		0	0	string,nil	1	173
TONG_GetMemberCount	0818FF40	2:number	1	0	number,number,number,number,number,number	1	563
TONG_GetMoney	0818F900	2:number	0	0	number,number,number,number	1	434
TONG_GetName	0818AC80	1:number	1	0	string,string	1	194
TONG_GetNextMember	08197C10	2:number 3:number	0	0	number,number,string,nil	1	861
TONG_GetNextTong	0818B4C0	1:number	1	0	number,number	1	219
TONG_GetOccupyCityDay	0818D380		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetOnlineCount	0818FFF0	2:number	1	0	number,number,number,number	1	387
TONG_GetPauseState	0818D9C0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetPerStandFund	0818F860	2:number	0	0	number,number,number,number,number,number	1	594
TONG_GetPremium	0818D740		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetSelfCamp	0818C530		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1685
TONG_GetStandFund	0818CF10		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1713
TONG_GetStoredBuildFund	0818DD80		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetStoredOffer	0818DB00		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetTaskTemp	08190260	2:number	0	0	number,number	1	162
TONG_GetTaskValue	081900A0	2:number	0	0	number,number	1	211
TONG_GetTongByRoleName	0819A700	1:string	1	0	string,number,number	3	1161
TONG_GetTongCount	0818A6C0		0	0	number	1	47
TONG_GetTongMap	0818D060		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetTongMapBan	0818D240		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetTongMapTemplate	0818D1A0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetTotalBuildFund	0818F680	2:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number	1	1074
TONG_GetUTaskValue	08190180	2:number	0	0	number,number	1	211
TONG_GetUnionID	0818CBF0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1713
TONG_GetWarBuildFund	0818D920		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWarState	0818CD30		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1713
TONG_GetWeek	0818E000		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekBuildFund	0818F400	2:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1714
TONG_GetWeekBuildUpper	0818F540	2:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1394
TONG_GetWeekGoalEvent	0818E140		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekGoalLevel	0818E280		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekGoalPlayer	0818E500		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekGoalPricePlayer	0818E8C0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekGoalPriceTong	0818E780		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekGoalTotal	0818E3C0		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_GetWeekGoalValue	0818E640		0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1709
TONG_IsExist	08190890		0	0	number,number	1	81
TONG_Name2ID	0818B600	1:string	1	0	number,number	1	114
TONG_SetTaskTemp	0818B350	2:number 3:number	0	0	number,number	1	194
TONG_WriteLog	0818B5A0	1:string	1	0		0	88
TRepair	08123000	1:string	1	1	number	1	455
TWS_ApplyAdd	0818BCE0	1:number	1	0	number,number	1	354
TWS_ApplyAddDayOutput	08196FA0	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1821
TWS_ApplyAddTaskValue	0818A810	1:number 2:number 3:number 4:number	1	0	number,number,number,number,number,number,number,number,number	1	1122
TWS_ApplyAddUTaskValue	0818A6F0	1:number 2:number 3:number 4:number	1	0	number,number,number,number,number,number,number,number,number,number,number	1	1410
TWS_ApplyClose	0818BAA0	1:number	1	0	number,number,number,number,number,number,number,number	1	930
TWS_ApplyDegrade	08196540	1:number 2:number 3:number	1	0	number,number,number,number,number,number	1	1601
TWS_ApplyMaintain	0818B9E0	1:number	1	0	number,number,number,number,number,number,number,number,number,number	1	1122
TWS_ApplyOpen	0818BB60	1:number	1	0	number,number,number,number,number,number	1	738
TWS_ApplyRemove	0818BC20	1:number	1	0	number,number,number,number	1	546
TWS_ApplySetDayOutput	08197160	3:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1741
TWS_ApplySetTaskValue	0818AA20	1:number 2:number 3:number 4:number	1	0	number,number,number,number,number	1	594
TWS_ApplySetUseLevel	0818A930	1:number 2:number 3:number 4:number	1	0	number,number,number,number,number,number,number	1	834
TWS_ApplySetUseLevelSet	0818AB40	1:number 2:number 3:number	1	0	number,number,number	1	306
TWS_ApplyUpgrade	08196700	1:number 2:number 3:number	1	0	number,number,number,number	1	1153
TWS_ApplyUse	0818B7F0	1:number 2:number 3:string 4:string	1	0	number,number,number,number,number,number,number,number,number,number,number,number	1	1618
TWS_GetBuildingNpc	08196DF0		0	0	number,number	1	97
TWS_GetDayOutput	08197240	2:number	0	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1725
TWS_GetFirstWorkshop	08190AB0	2:number	1	0	number,number	1	243
TWS_GetLevel	081976A0	1:number 2:number 3:number	1	0	number,number,number,number,number,number,number,number,number,number,number,number	1	1845
TWS_GetNextWorkshop	0818C200	2:number 3:number	1	0	number,number	1	462
TWS_GetTaskValue	08196CA0	3:number	0	0	number,number,number,number,number	1	433
TWS_GetType	081977E0	1:number 2:number 3:number	1	0	number,number,number,number,number,number,number,number	1	1835
TWS_GetUTaskValue	08196BF0	3:number	0	0	number,number,number,number,number,number	1	609
TWS_GetUseLevel	08197560	1:number 2:number 3:number	1	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1841
TWS_GetUseLevelSet	08197420	1:number 2:number 3:number	1	0	number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number	1	1765
TWS_GetWorkshopCount	0818C3D0	2:number	1	0	number,number	1	350
TWS_IsExist	08196B90		0	0	number,number	1	81
TWS_IsOpen	08196D50		0	0	number,number,number,number	1	257
TWS_SetBuildingNpc	0818B150	3:number	0	0	number,number	1	130
TabFile_GetCell	0814A740	1:string 2:string 3:string 4:string	1	0	string,string,number,number,number,string,string	1	1966
TabFile_GetColCount	0814A5E0	1:string 2:string 3:string 4:string	1	0	number,number,number,number,string,string,number,number,number,string,string	1	2318
TabFile_GetRowCount	0814A690	1:string 2:string 3:string 4:string	1	0	number,number,string,string,number,number,number,string,string	1	2142
TabFile_Load	0814AEF0	1:string 2:string 3:number	1	0	number,number,number	1	330
TabFile_Save	0814A3A0	1:string	1	0	number,number	1	121
TabFile_Search	0814A960	1:string 2:string 3:string 4:string	1	0	number,number,number,string,string	1	1422
TabFile_SetCell	0814A420	1:string 2:string 3:string 4:string	1	0	number,number,number,number,number,number,number,string,string,number,number,number,string,string	1	2392
TabFile_UnLoad	0814B040	1:string	1	0	number,number,number	1	273
TableSDD_Close	081C2B30	1:string 2:number 3:number	1	0	number,number,number,number,number,number,string,number,number	3	1416
TableSDD_GetHeight	081C30C0	1:string	1	0	number,number	1	120
TableSDD_GetValue	081C2FD0	1:string 2:number	1	0	string,number,number	3	232
TableSDD_Open	081C2C20	1:string 2:number 3:number	1	0	number,number,number,number,string,number,number	3	1176
TableSDD_Search	081C2D10	1:string 2:number 3:number	1	0	number,number,string,number,number	3	936
TableSDD_SetValue	081C3140	1:string 2:number 3:string 4:number 5:number	1	0	number,number	1	831
Talk	08116930	1:number 2:string 3:? ?:string	1	1		0	1056
TaskAward	08175370	1:string 2:number 3:number	1	0	string,nil,number,number	2	418
TaskAwardMatrix	08175480	1:string	1	0	number,number	2	146
TaskCondition	081756D0	1:string 2:number 3:number	1	0	string,nil,number,number	2	418
TaskConditionMatrix	081757E0	1:string	1	0	number,number	2	146
TaskEntity	08175520	1:string 2:number 3:number	1	0	string,nil,number,number	2	418
TaskEntityMatrix	08175630	1:string	1	0	number,number	2	146
TaskEvent	08175880	1:string 2:number 3:number	1	0	string,nil,number,number	2	418
TaskEventMatrix	08175990	1:string	1	0	number,number	2	146
TaskId	08175A30	1:string 2:number 3:number	1	0	string,nil,number,number	2	418
TaskIdMatrix	08175B40	1:string	1	0	number,number	2	146
TaskName	08174CB0	1:string 2:number 3:number	1	1	string,nil,string,nil,nil,string,nil,nil,number,nil,number,string,nil,number,number	2	1714
TaskNo	08174740	1:number 2:number 3:number	1	1	nil,number,number,number,number,number,number,number,number,number,string,nil,string,nil,nil	1	1987
TaskTalk	081751C0	1:string 2:number 3:number	1	0	string,nil,number,number	2	418
TaskTalkMatrix	081752D0	1:string	1	0	number,number	2	146
TaskTip	08122730	1:string	1	1		1	206
TellPos	0810DE10	1:number 2:number 3:number 4:string 5:number	1	1		0	1070
TestScript	08129390	1:string	1	0		0	86
ThrowAllItem	0810BC30		0	1	number,number	1	569
Time2Tm	081021B0	1:number	1	0	table,number,number	1	253
TimerFuncForAutoHang	0812F640	1:number 2:string 3:string	1	1	number,number,number,number	1	2561
Title_ActiveTitle	081596F0	1:number	0	1	number,number	1	163
Title_AddTitle	081597A0	1:number 2:number 3:number	1	1		0	896
Title_GetActiveTitle	081594A0		0	1	number	1	72
Title_GetTitleInfo	08159380	1:number	0	1	number,number,number	2	360
Title_GetTitleName	081594F0	1:number	0	0	string,string	1	164
Title_GetTitleTab	08159620		0	1	table,number	1	198
Title_RemoveTitle	081595A0	1:number	0	1		0	114
Tm2Time	08103AC0	1:number 2:number 3:number 4:number 5:number 6:number	1	0	number,number,number	1	1151
TongClaimWar	08127590	1:number 2:number	1	1	number,number	1	406
TrimString	080FF630	1:number 2:number	1	0	number,number,string	1	1280
TripC_Apply	0810B3F0	1:string 2:number 3:number 4:number 5:number	1	1	number,number	1	470
TripC_GetServerCount	08101E50		0	0	number	1	46
TripC_GetServerName	08101DA0	1:number	1	0	string,nil		165
TripC_Kick	08101D50	1:string	1	0		0	80
TripS_Return	0810B3B0		0	1		0	60
UnBindItem	08127730	1:number 2:number	1	1	number,number	1	527
UnMarry	0810FFD0	1:number	1	1		0	510
UnSmeltEquip	0810A7E0	1:string 2:number 3:number	1	1	number,number,number,number,number,number	1	954
UnSmeltIsBind	080FF160	1:number	1	0	number,number,number,number,number,number,number,number,number,number,number,number	6	506
UpdateSDBRecord	08101830	1:string 2:number 3:number 4:number	1	0		0	336
UpdateSkill	08114A10		0	1		0	21
UpgradePlatinaFromGoldItem	0811E480	1:number 2:number 3:number 4:number	1	1	nil,number,number,string,nil,table,number,nil	6	1083
UpgradePlatinaItem	0811E350	1:number 2:number 3:number 4:number	1	1	nil,number,number,nil,number,number,string,nil,table,number,nil	6	1387
UseSilver	0810F2D0	1:number 2:number 3:number	1	1		0	207
UseTownPortal	08117900		0	1		0	55
WriteCompoundLog	081231D0	1:string	1	1		0	167
WriteGoldLog	081234A0	1:string 2:number 3:number 4:number 5:number	1	0		0	474
WriteLog	081237D0	1:string	1	0		0	86
WriteSaleLog	08123280	1:string	1	1		0	108
WriteStatLog	081232F0	1:string 2:number 3:number 4:number 5:number 6:number 7:string 8:string	1	1		0	906
WriteYunBiaoLog	08123130	1:string	1	0		0	151
_ALERT	0823DF60	1:string	0	0		0	72
_ERRORMESSAGE	0823F910	1:string ?:?	0	0	value	0	1019
abs	08241000	1:number	0	0	number	1	51
acos	08241660	1:number	0	0	number	1	63
appendto	08240080	1:string	0	0	nil,string,number	3	345
ascii	08241830	1:string 2:number?	0	0	number,number	1	262
asin	082416A0	1:number	0	0	number	1	63
assert	0823DC00	1:?	0	0		0	116
atan	08241620	1:number	0	0	number	1	63
atan2	082415C0	1:number 2:number	0	0	number	1	89
call	0823E940	1:? 2:? 4:? ?:?	1	0	value,value,nil,value,string,value,string,string,string,string	1	925
ceil	08240FB0	1:number	0	0	number	1	78
clock	0823F8E0		0	0	number	1	45
closefile	08240E00		0	0	nil,string,number	3	214
collectgarbage	0823E8F0	1:number?	0	0		0	71
copytagmethods	0823E870	1:number 2:number	0	0	number	1	118
cos	08241720	1:number	0	0	number	1	63
curpack	0823D220		0	0	number	1	31
date	08240710		0	0	string	1	435
debug	0823F840		0	0		0	153
deg	08240F20	1:number	0	0	number	1	55
dofile	0823E810	1:number 2:number	1	0	nil,string,number	2	591
dostring	0823E770	1:number 2:number	1	0	nil,string,number	2	751
error	0823DBC0	?:?	0	0		0	62
execute	0823F7F0	1:string	0	0	number	1	71
exit	0823F7C0		0	0		0	46
exp	08241360	1:number	0	0	number	1	57
floor	08240F60	1:number	0	0	number	1	78
flush	08240BB0	1:?	0	0			212
foreach	0823E510	1:? 2:? ?:?	0	0	nil,value,value,value	1	227
foreachi	0823D5C0	1:? 2:? ?:?	0	0	value,number	1	242
foreachvar	0823E510	1:? 2:? ?:?	0	0	nil,value,value,value	1	227
format	08242D40	1:string ?:string	0	0	value	1	1484
frexp	082414F0	1:number	0	0	number,number	2	79
gcinfo	0823E6A0		0	0	number,number	2	73
getenv	0823F770	1:string	0	0	string	1	65
getglobal	0823E370	1:string	0	0		1	57
getinfo	0823F160	1:number	0	0	table,string,value,value,nil	1	688
getlocal	0823F410	1:number 2:number	0	0	string,value,nil	2	263
getn	0823D2C0	1:?	0	0	number	1	79
gettagmethod	0823E100	1:number 2:string	0	0		1	157
globals	0823E630	1:?	0	0	value	1	98
gsub	08242590	1:string 2:string 3:number? 4:number?	1	0	value,number,nil,number,number,number,number	2	2592
ldexp	08241480	1:number 2:number	0	0	number	1	102
log	082413E0	1:number	0	0	number	1	57
log10	082413A0	1:number	0	0	number	1	57
max	08241080	1:number ?:number	1	0	number	1	106
min	082410F0	1:number ?:number	1	0	number	1	112
mod	08241540	1:number 2:number	0	0	number,number	1	217
newtag	0823E600		0	0	number	1	47
next	0823E4B0	1:?	0	0	nil	1	96
nextvar	0823E4B0	1:?	0	0	nil	1	96
openfile	0823FFC0	1:string 2:string	0	0	nil,string,number	3	308
print	0823E3B0	1:? ?:string	1	0	value,value,nil	1	352
rad	08240EE0	1:number	0	0	number	1	55
random	08241160	1:number 2:number	1	0	number,number,number,number	1	569
randomseed	08241040	1:number	0	0		0	56
rawget	0823E320	1:? 2:?	0	0		1	77
rawgetglobal	0823E320	1:? 2:?	0	0		1	77
rawgettable	0823E320	1:? 2:?	0	0		1	77
rawset	0823DB60	1:? 2:? 3:?	0	0		1	93
rawsetglobal	0823DB60	1:? 2:? 3:?	0	0		1	93
rawsettable	0823DB60	1:? 2:? 3:?	0	0		1	93
read	082408D0	1:? ?:number	1	0	string,number,lstring		948
readfrom	08240320	1:string ?:?	1	0	lstring,lstring,lstring,string	1	1737
remove	0823F730	1:string	0	0	nil,string,number	3	188
rename	0823F6D0	1:string 2:string	0	0	nil,string,number	3	220
seek	08240C90	3:number?	0	0	number	1	363
setbreakpointhook	0823EEF0		0	0		1	38
setcallhook	0823EF50		0	0		1	38
setglobal	0823DF10	1:string 2:?	0	0		0	70
setlinehook	0823EF20		0	0		1	38
setlocal	0823ED10	1:number 2:number 3:?	0	0	string	1	184
setlocale	0823F5A0	1:string	0	0	string,nil,string,number	3	303
settag	0823E2B0	1:? 2:number	0	0	value	1	108
settagmethod	0823E1A0	1:number 2:string 3:?	0	0	value	1	257
sin	08241760	1:number	0	0	number	1	63
sort	0823DAD0	1:? 2:?	0	0		0	137
sqrt	08241420	1:number	0	0	number	1	89
strbyte	08241830	1:string 2:number?	0	0	number,number	1	262
strchar	08241B30	?:number	1	0		1	262
strfind	08242A10	1:string 2:string 3:number? ?:string	1	0	nil,number,number,number,number,value	2	2300
strlen	082418F0	1:string	0	0	number	1	70
strlower	08241D00	1:string	0	0		1	190
strrep	08241A60	1:string 2:number	0	0		1	194
strsub	08241DC0	1:string 2:number 3:number?	0	0	string,lstring	1	397
strupper	08241C40	1:string	0	0		1	190
tag	0823DD10	1:?	0	0	number	1	71
tan	082416E0	1:number	0	0	number	1	63
tinsert	0823D490	1:? 2:number ?:?	1	0	string,number,value,value,number	1	546
tmpname	0823F570		0	0	string	1	40
tonumber	0823DFB0	1:number 2:number?	0	0	nil,number,number	1	335
tostring	0823DD60	1:userdata	0	0	string,string	1	260
tremove	0823D360	1:? 2:number?	0	0	string,number,nil	1	298
type	0823DC80	1:?	0	0	string	1	77
unpack	080FF9E0	1:? 2:number	1	0	string	1	336
usepack	0823D240	1:number	0	0	number	1	126
write	08240340	?:?	1	0	lstring,lstring,lstring,string	1	1411
writeto	08240300	1:string ?:?	1	0	lstring,lstring,lstring,string	1	1740
